Item ID,Name,Description,Image,Category,Vendor,Purchase Cost,Sale Price,Location,Stock,Minimum Inventory,¿Discontinued?,UOM
MTTO-0515,RETEN 6080-8 VITON,RETEN DE VITON,Items_Images/MTTO-0515.Image.185649.jpg,CAT008,32918d31,,,LOC0015,3,1,FALSE,PIEZAS
MTTO-0516,RETEN 5880-8 VITON,RETEN DE VITON,Items_Images/MTTO-0516.Image.185758.jpg,CAT008,32918d31,,,LOC0015,1,1,FALSE,PIEZAS
MTTO-0517,"TORNILLO DE ACERO PARA MADERA, CABEZA PLANA, M5 X 82MM",TORNILLO PARA MADERA,Items_Images/MTTO-0517.Image.145159.png,CAT010,fc5645e9,,,LOC0046,50,1,FALSE,PIEZAS
MTTO-0518,MOTO-TOOL RECTIFICADORA DE MATRIZ 450W DEWALT DWE4887-B3,RECIFICADOR DE MATRIZ,Items_Images/MTTO-0518.Image.194057.png,CAT001,PROV001,,,920237d4,1,1,FALSE,PIEZAS
MTTO-0519,ANTICONGELANTE 50/50 COOLELF ORGANIC -37,ANTICONGELANTE PARA INTERCAMBIADORES DE CALOR DE CALANDRA,Items_Images/MTTO-0519.Image.164348.png,CAT002,a7cc6f64,$88.67,,26813a72,1022,1,FALSE,LITROS
MTTO-0520,CORDON VITON 5MM CIRCULAR,CORDON VITON USO GENERAL,Items_Images/MTTO-0520.Image.194028.png,CAT002,32918d31,,,b563a079,12,1,FALSE,METROS
MTTO-0521,"DISCO LAMINADO GRANO 60 4 1/2""",DISCO PARA ESMERILADORA ANGULAR,Items_Images/MTTO-0521.Image.144017.png,CAT002,PROV001,,,LOC0106,4,1,FALSE,PIEZAS
MTTO-0522,"VENTILADOR 10"" MYTEK 120V. NUEVO",VENTILADOR PARA BOMBA DE ENGRANES,Items_Images/MTTO-0522.Image.002052.jpg,CAT003,1ce673ed,$624.08,,LOC0095,7,2,FALSE,PIEZAS
MTTO-0523,LAMPARA DE EMERGENCIA LED LLOYD'S LP-332,LAMPARA DE EMERGENCIA,Items_Images/MTTO-0523.Image.232406.jpg,CAT006,,,,LOC0060,1,1,FALSE,PIEZAS
MTTO-0524,LAMINA DE TEFLON 5MM,LAMIANA TEFLON,Items_Images/MTTO-0524.Image.140159.png,CAT008,,,,7066317f,3,1,FALSE,METROS
MTTO-0525,CORDON VITON 4MM CIRCULAR,CORDON VITON USO GENERAL,Items_Images/MTTO-0525.Image.194553.png,CAT002,32918d31,,,b563a079,0,1,FALSE,METROS
MTTO-0526,"RESISTENCIA CARTUCHO 340 MM X 19.85 MM, 1.5KW, 440V",RESISTENCIA CALEFACTORA,Items_Images/MTTO-0526.Image.142006.jpg,CAT003,a5e797e4,,,LOC0033,10,1,FALSE,PIEZAS
MTTO-0527,"RESISTENCIA CARTUCHO 260 MM X 19.90 MM, 800W, 260V",RESISTENCIA CALEFACTORA,Items_Images/MTTO-0527.Image.144457.jpg,CAT003,a5e797e4,,,LOC0034,16,1,FALSE,PIEZAS
MTTO-0528,"RESISTENCIA CARTUCHO 170 MM X 16.90 MM, 800W, 260V",RESISTENCIA CALEFACTORA,Items_Images/MTTO-0528.Image.144933.jpg,CAT003,a5e797e4,,,LOC0034,46,1,FALSE,PIEZAS
MTTO-0529,"RESISTENCIA CARTUCHO 400 MM X 23.85 MM, 2KW, 440V",RESISTENCIA CALEFACTORA,Items_Images/MTTO-0529.Image.142417.jpg,CAT003,a5e797e4,"$4,384.80","$3,940.00",LOC0033,0,1,FALSE,PIEZAS
MTTO-0530,"RESISTENCIA CARTUCHO 450 MM X 23.85 MM, 2KW, 440V",RESISTENCIA CALEFACTORA,Items_Images/MTTO-0530.Image.172824.jpg,CAT003,a5e797e4,"$4,802.40","$4,315.00",LOC0033,7,1,FALSE,PIEZAS
MTTO-0531,"RESISTENCIA CARTUCHO 700 MM X 9.45 MM, 780W, 220V",RESISTENCIA CALEFACTORA,Items_Images/MTTO-0531.Image.173558.jpg,CAT003,a5e797e4,"$2,378.00",,LOC0034,10,1,FALSE,PIEZAS
MTTO-0532,CARETA ELECTRONICA PARA SOLDAR DE SOMBRA VARIABLE,CARETA ELECTRONICA PARA SOLDAR,Items_Images/MTTO-0532.Image.213511.jpg,CAT001,PROV001,,,7066317f,4,1,FALSE,PIEZAS
MTTO-0533,BOTONERA COLGANTE DE CONTROL DE FILA UNICA,BOTONERA,Items_Images/MTTO-0533.Image.190618.png,CAT006,,,,LOC0071,3,1,FALSE,PIEZAS
MTTO-0534,BROOM HOLDER H-2840,CLIPS DE GOMA ACTIVADOS CON RESORTE SUJETANDO TRAPEADORES Y ESCOBAS,Items_Images/MTTO-0534.Image.142806.png,CAT002,,,,LOC0072,1,1,FALSE,PIEZAS
MTTO-0535,LAMPARA LED PLS-60X60,LAMPARA CUADRADA,Items_Images/MTTO-0535.Image.155455.png,CAT006,,,,LOC0084,1,1,FALSE,PIEZAS
MTTO-0536,"DUCTO FLEXIBLE ALUMINIO 2.4 M 3""",,,,,,,,0,1,FALSE,PIEZAS
MTTO-0537,FILTRO EVANS PP-20 POLIPROPILENO,FILTRO DE POLIPROPILENO PARA OSMOSIS INVERSA,Items_Images/MTTO-0537.Image.190603.jpg,CAT002,3a4110bf,,,LOC0006,1,1,FALSE,PIEZAS
MTTO-0538,FILTRO EVANS GAC-20 CARBON ACTIVADO GRANULAR,FILTRO GRANULAR PARA OSMOSIS INVERSA,Items_Images/MTTO-0538.Image.190910.jpg,CAT002,3a4110bf,,,LOC0006,1,1,FALSE,PIEZAS
MTTO-0539,FILTRO EVANS CTO-20 CARBON ACTIVADO EN BLOQUE,FILTRO EN BLOQUE PARA OSMOSIS INVERSA,Items_Images/MTTO-0539.Image.190735.jpg,CAT002,3a4110bf,,,LOC0006,1,1,FALSE,PIEZAS
MTTO-0540,MEMBRANA EVANS OSMOSIS INVERSA MEM-400G,MEMBRANA PARA OSMOSIS,Items_Images/MTTO-0540.Image.191127.jpg,CAT002,3a4110bf,,,LOC0006,2,1,FALSE,PIEZAS
MTTO-0541,CARTUCHO ABRILLANTADOR PARA FILTROS EVANS T33-33,CARTUCHO ABRILLANTADOR EVANS,Items_Images/MTTO-0541.Image.193103.jpg,CAT002,3a4110bf,,,LOC0006,0,1,FALSE,PIEZAS
MTTO-0542,LAMPARA PANEL LED TECNOLITE 18PTLLEDR65MVB,LAMPARA PANEL LED,Items_Images/MTTO-0542.Image.210810.png,CAT006,,,,LOC0060,0,1,FALSE,PIEZAS
MTTO-0543,VARILLA LISA INOXIDABLE 5 MM,,,,,,,,0,1,FALSE,PIEZAS
MTTO-0544,VARILLA LISA INOXIDABLE 6 MM,,,,,,,,0,1,FALSE,PIEZAS
MTTO-0545,FOTOCELDAS 110V - 240V 1300W PARA EXTERIOR,FOTOCELDA PARA EXTERIORES,Items_Images/MTTO-0545.Image.234602.jpg,CAT006,,,,LOC0077,4,1,FALSE,PIEZAS
MTTO-0546,"SELECTOR 2 POSICIONES, XB4-BJ21",SELECTOR 2 POSICIONES,Items_Images/MTTO-0546.Image.211034.jpg,CAT006,,,,LOC0058,6,2,FALSE,PIEZAS
MTTO-0547,GABINETES METALICOS GAME-3030,GABINETES METALICOS,Items_Images/MTTO-0547.Image.001928.jpg,CAT002,,,,LOC0092,4,2,FALSE,PIEZAS
MTTO-0548,"CONTACTOR TRIFASICO ANDELI 220V, CJX2-0910",CONTACTOR TRIFASICO,Items_Images/MTTO-0548.Image.190955.jpg,CAT006,1ce673ed,,,LOC0076,0,1,FALSE,PIEZAS
MTTO-0549,LIMPIADOR UNIVERSAL,USO GENERAL,Items_Images/MTTO-0549.Image.142511.png,CAT002,,,,26813a72,10,1,TRUE,LITROS
MTTO-0550,ASIENTO PARA WC ELONGADO 45CM,ASIENTO ALARGADO PARA BANO,Items_Images/MTTO-0550.Image.213835.jpg,CAT003,PROV001,,,LOC0090,0,1,FALSE,PIEZAS
MTTO-0551,"SELLO MECANICO INNOVASEALS 16 DE 1.000"" - CA/C/V - SS316",,,,,,,,0,1,FALSE,PIEZAS
MTTO-0552,"SELLO MECANICO INNOVASEALS T6-5/8"" - S/S/V",SELLO MECANICO,Items_Images/MTTO-0552.Image.203458.jpg,CAT008,,,,LOC0017,1,1,FALSE,PIEZAS
MTTO-0553,SELLO MECANICO GRUNDFOS CR15 - 16MM - S/S/V - SS304,SELLO MECANICO,Items_Images/MTTO-0553.Image.203835.jpg,CAT008,,,,LOC0017,1,1,FALSE,PIEZAS
MTTO-0554,SELLO MECANICO GLF-H 22MM - S/S/V,SELLO MECANICO,Items_Images/MTTO-0554.Image.204205.jpg,CAT008,,,,LOC0017,3,1,FALSE,PIEZAS
MTTO-0555,SELLO MECANICO 208 DE 30MM - CA/S/V - SS304,SELLO MECANICO,Items_Images/MTTO-0555.Image.204417.jpg,CAT008,,,,LOC0017,2,1,FALSE,PIEZAS
MTTO-0556,SELLO MECANICO AL-22MM-SM-SIC/SIC/V - SS316,SELLO MECANICO,Items_Images/MTTO-0556.Image.204615.jpg,CAT008,,,,LOC0017,2,1,FALSE,PIEZAS
MTTO-0557,SELLO MECANICO MG1 DE 55MM - S/S/V - SS304,SELLO MECANICO,Items_Images/MTTO-0557.Image.204730.jpg,CAT008,,,,LOC0017,1,1,FALSE,PIEZAS
MTTO-0558,DESENGRASANTE BIOAZUL CONCENTRADO,USO GENERAL PARA LIMPIEZA,Items_Images/MTTO-0558.Image.152536.jpg,CAT002,,,,26813a72,12,1,FALSE,LITROS
MTTO-0559,"TUERCA  HEXAGONAL M8, PASO 1.25, INOXIDABLE",TORNILLO USO GENERAL,Items_Images/MTTO-0559.Image.212852.jpg,CAT010,fc5645e9,,,LOC0047,300,1,FALSE,PIEZAS
MTTO-0560,CHUMACERA DE PARED DODGE 023106 F4B-E-207R TYPE E-XTRA,CHUMACERA,Items_Images/MTTO-0560.Image.204335.jpg,CAT003,e0a455a9,,,LOC0029,1,1,FALSE,PIEZAS
MTTO-0561,"CINTA DE FIBRA DE VIDRIO 19MM X 20.1MTS, SCOTCH 27",CINTA DE FIBRA DE VIDRIO,Items_Images/MTTO-0561.Image.193942.jpg,CAT002,PROV001,,,218b4280,0,1,FALSE,PIEZAS
MTTO-0562,"CORTINA DE AIRE FM-1215N-24, 150CM, 115V",CORTINA DE AIRE PARA HORNOS DE SECADO,Items_Images/MTTO-0562.Image.200256.jpg,CAT003,,,,1cdacd99,0,1,FALSE,PIEZAS
MTTO-0563,"TORNILLO DE ACERO PARA MADERA, CABEZA PLANA, M5 X 150MM",TORNILLO PARA MADERA,Items_Images/MTTO-0563.Image.144942.png,CAT010,fc5645e9,,,LOC0046,24,1,FALSE,PIEZAS
MTTO-0564,CONECTOR HEMBRA 24 PINES 16A 500V,PARA CONEXION DE POTENCIA DEL DADO,Items_Images/MTTO-0564.Image.162812.png,CAT006,,,,LOC0099,3,1,FALSE,PIEZAS
MTTO-0565,CONECTOR MACHO 24 PINES 16A 500V,PARA CONEXION DE POTENCIA DEL DADO,Items_Images/MTTO-0565.Image.162833.png,CAT006,,,,LOC0099,8,1,FALSE,PIEZAS
MTTO-0566,"BASE PARA TORRETA APT, TL-703L",BASE PARA TORRETA,Items_Images/MTTO-0566.Image.182001.png,CAT001,PROV001,,,,0,1,FALSE,PIEZAS
MTTO-0567,ANDENES BANQUETEROS AMARILLOS,BANQUETEROS,Items_Images/MTTO-0567.Image.164620.png,db498a61,,,,7066317f,3,1,FALSE,KITS
MTTO-0568,"LAMINA DE LATON CALIBRE 16 (0.06"") 60X240CM (LAINAS)",SE USA PARA FABRICAR LAS LAINAS PARA EL LABIO,Items_Images/MTTO-0568.Image.151708.png,CAT002,32918d31,"$12,085.12",,LOC0105,0,1,FALSE,PIEZAS
MTTO-0569,"LLAVE ANGULAR UNIVERSAL HEMBRA 1/2""NPT X 1/2""NPS",LLAVE UNIVERSAL 1/2” NPT X 1/2 NPS,Items_Images/MTTO-0569.Image.214309.jpg,CAT007,,,,LOC0010,1,1,FALSE,PIEZAS
MTTO-0570,"INTERRUPTOR FINAL DE CARRERA XURUI, XZ7-144",INTERRUPTOR FINAL,Items_Images/MTTO-0570.Image.213541.png,CAT006,1ce673ed,,,LOC0065,1,1,FALSE,PIEZAS
MTTO-0571,"JUEGO DE PIEDRAS PARA MOTOTOOL DE 1/4"" GRANO 60",,Items_Images/MTTO-0571.Image.143240.png,,PROV001,,,7066317f,0,1,FALSE,KITS
MTTO-0572,"SUAVIZADOR DE AGUA MAGNETICO DE 3"" MACHO",,,,,,,,0,1,FALSE,PIEZAS
MTTO-0573,"TUBULAR 1 1/2"" X 3"" CALIBRE 14",,Items_Images/MTTO-0573.Image.194409.jpg,e4249c50,3900dab9,,,7066317f,0,1,FALSE,PIEZAS
MTTO-0574,"TORNILLO ALLEN CILINDRICO M8 X 150MM, PASO 1.25, PAVONADO",TORNILLERIA USO GENERAL,Items_Images/MTTO-0574.Image.151901.png,CAT010,fc5645e9,,,LOC0046,44,1,FALSE,PIEZAS
MTTO-0575,"RELEVADOR ESTADO SOLIDO VARIABLE 90AMP, 1POLO, 24-280VAC, 500KOHMS",RELEVADOR ESTADO SOLIDO 90AMP,Items_Images/MTTO-0575.Image.211556.jpg,CAT006,1ce673ed,,,LOC0058,2,1,FALSE,PIEZAS
MTTO-0576,"CONECTOR RAPIDO NEUMATICO RECTO MACHO 3/8"" NPT A MANGUERA 10MM",CONECTOR RAPIDO NEUMATICO,Items_Images/MTTO-0576.Image.212500.png,CAT004,2c6c8db2,,,LOC0083,4,1,FALSE,PIEZAS
MTTO-0577,BOTON DE PARO DE EMERGENCIA CON CARCASA,BOTON DE PARO DE EMERGENCIA,Items_Images/MTTO-0577.Image.211803.jpg,CAT006,,,,LOC0058,1,1,FALSE,PIEZAS
MTTO-0578,MODULO PLC EM 232 AQ4 X 12BITS 232-0HD22-0XA0,MDULO 232 AQ4,Items_Images/MTTO-0578.Image.162328.png,CAT006,,,,LOC0059,3,1,FALSE,PIEZAS
MTTO-0579,BOMBA HIDRAULICA HYSTAR HGP-1AF8-RX-2B,BOMBA HIDRAULICA HYSTAR,Items_Images/MTTO-0579.Image.195902.jpg,CAT005,,,,LOC0009,3,1,FALSE,PIEZAS
MTTO-0580,"TRANSFORMADOR DE CORRIENTE ANDELI 100/5A, 5VA, AMPERIMETRO",TRANSFORMADOR ANDELI,Items_Images/MTTO-0580.Image.211947.jpg,CAT006,,,,LOC0058,2,2,FALSE,PIEZAS
MTTO-0581,"LUZ PILOTO ROJA ANDELI AD16-22DS, 120ACDC",LUZ PILOTO ROJA,Items_Images/MTTO-0581.Image.212114.jpg,CAT006,,,,LOC0058,25,2,FALSE,PIEZAS
MTTO-0582,"LUZ PILOTO VERDE ANDELI AD16-22DS, 120ACDC",LUZ PILOTO VERDE,Items_Images/MTTO-0582.Image.212250.jpg,CAT006,,,,LOC0058,14,1,FALSE,PIEZAS
MTTO-0583,"RESISTENCIA FRENO 8RJ, 1500W",RESISTENCIA 1500W,Items_Images/MTTO-0583.Image.224237.jpg,CAT003,ab7dd31c,,,LOC0059,1,1,FALSE,PIEZAS
MTTO-0584,MODULO CPU PLC S7-200CN 216-2AD23-0XB8,MODULO PLC,Items_Images/MTTO-0584.Image.224507.jpg,CAT006,,,,LOC0059,3,1,FALSE,PIEZAS
MTTO-0585,BUS CONECTOR PROFIBUS DP,BUS CONECTOR,Items_Images/MTTO-0585.Image.225816.jpg,CAT006,344207b0,,,LOC0059,2,1,FALSE,PIEZAS
MTTO-0586,MODULO PLC EM 231 AI8 X TC PID 231-7TF32,MODULO PLC,Items_Images/MTTO-0586.Image.224935.jpg,CAT006,,,,LOC0059,5,1,FALSE,PIEZAS
MTTO-0587,MODULO PLC EM 222 DC 222-1BL32,MODULO PLC 222 DC,Items_Images/MTTO-0587.Image.162233.png,CAT006,,,,LOC0059,1,2,FALSE,PIEZAS
MTTO-0588,CONTROLADOR DE VACIO YG-52TS,CONTROLADOR DE VACIO,Items_Images/MTTO-0588.Image.225131.jpg,CAT006,,,,LOC0059,2,2,FALSE,PIEZAS
MTTO-0589,PIROMETRO DIGITAL PCD-E3000 SERIALS,PIROMETRO DIGITAL,Items_Images/MTTO-0589.Image.225247.jpg,CAT006,,,,LOC0059,1,2,FALSE,PIEZAS
MTTO-0590,DISPLAY ABB ACS-CP-C,DISPLAY PARA VARIADORES DE LOS SILOS,Items_Images/MTTO-0590.Image.230121.jpg,CAT006,,,,LOC0059,1,1,FALSE,PIEZAS
MTTO-0591,DISPLAY DELTA VFD-SERIES,DISPLAY DELTA,Items_Images/MTTO-0591.Image.230238.jpg,CAT006,,,,LOC0059,1,1,FALSE,PIEZAS
MTTO-0592,LAMPARA PANEL LED TECNOLITE 24PTLLEDR65MVB,LAMPARA PANEL LED,Items_Images/MTTO-0592.Image.192003.jpg,CAT003,,,,LOC0060,7,1,FALSE,PIEZAS
MTTO-0593,SIRENA MENICS ASGB-FF-R 110/220VAC,SIRENA MENICS,Items_Images/MTTO-0593.Image.193544.jpg,CAT006,,,,LOC0057,4,2,FALSE,PIEZAS
MTTO-0594,ALARMA DE HUMO KIDDE I9040,ALARMA DE HUMO,Items_Images/MTTO-0594.Image.155207.png,CAT003,,,,LOC0057,3,1,FALSE,PIEZAS
MTTO-0595,"FOCO BULBO HELLA 0067, BA15S, 12VDC, 10W",FOCO BULBO,Items_Images/MTTO-0595.Image.210259.jpg,CAT006,,,,LOC0119,3,1,FALSE,PIEZAS
MTTO-0596,"LAMPARA LED TECNOLITE GU10, 7W, 630 LUMENES",USO EN LAS CALANDRAS RODILLOS CROMADOS,Items_Images/MTTO-0596.Image.144943.png,CAT006,1ce673ed,,,LOC0119,0,1,FALSE,PIEZAS
MTTO-0597,"LAMPARA LED IPSA MR16-LED/65, 6W",LAMPARA LED 6W,Items_Images/MTTO-0597.Image.210434.jpg,CAT006,,,,LOC0119,6,1,FALSE,PIEZAS
MTTO-0598,"LAMPARA LED GEOPOWER MR16 LA-315CP/4W, 4W",LAMPARA LED GEOPOWER,Items_Images/MTTO-0598.Image.163528.png,CAT006,,,,LOC0060,0,1,FALSE,PIEZAS
MTTO-0599,"RESISTENCIA DE CARBON 1W, 1000OHMS",RESISTENCIA CALEFACTORA,Items_Images/MTTO-0599.Image.201351.png,CAT003,ab7dd31c,,,LOC0094,25,1,FALSE,PIEZAS
MTTO-0600,MEMORIA 64K E-ESTANDAR:02 PLC,,Items_Images/MTTO-0600.Image.145901.png,,,,,,0,1,FALSE,PIEZAS
MTTO-0601,"PRESOSTATO DIGITAL MD-S925Z, 24VDC, M20*1.5, 0-40MPA",PRESOSTATO DIGITAL,Items_Images/MTTO-0601.Image.183424.jpg,CAT004,1ce673ed,,,LOC0027,4,2,FALSE,PIEZAS
MTTO-0602,"PRESOSTATO DIGITAL BALLUFF BSP00Y8, 0-100BAR",PRESOSTATO BALLUFF,Items_Images/MTTO-0602.Image.183738.jpg,CAT004,,,,LOC0027,2,2,FALSE,PIEZAS
MTTO-0603,PRESOSTATO MECANICO LEFOO LF10-L1,PRESOSTATO PARA COMPRESORES,Items_Images/MTTO-0603.Image.183939.jpg,CAT004,,,,LOC0027,2,1,FALSE,PIEZAS
MTTO-0604,RETEN 2552-6 VITON,RETEN DE VITON,Items_Images/MTTO-0604.Image.233811.png,CAT008,32918d31,,,LOC0015,0,1,FALSE,PIEZAS
MTTO-0605,RETEN 3045-8 VITON,RETEN DE VITON,Items_Images/MTTO-0605.Image.190004.jpg,CAT008,32918d31,,,LOC0015,4,1,FALSE,PIEZAS
MTTO-0606,BANDAS B-123,BANDAS B-123,Items_Images/MTTO-0606.Image.155452.jpg,CAT002,e0a455a9,$162.40,,LOC0026,10,1,FALSE,PIEZAS
MTTO-0607,CRUCETA TIPO CARDAN OAMBO 1805,CRUCETA,Items_Images/MTTO-0607.Image.210745.jpg,CAT003,e0a455a9,,,LOC0029,3,1,FALSE,PIEZAS
MTTO-0608,MANGA DE MANTA CHICAS,FILTRO MANGA PARA TURBINA DE ALIMENTACION,Items_Images/MTTO-0608.Image.233217.jpg,CAT002,,,,LOC0003,4,1,FALSE,PIEZAS
MTTO-0609,ANEMOMETRO DIGITAL UNI-T UT363S,ANEMOMETRO DIJITAL,Items_Images/MTTO-0609.Image.140931.png,CAT006,,,,3d9eb8e3,1,1,FALSE,PIEZAS
MTTO-0610,"CONEXION CPVC TIPO TEE 1/2""",CONEXION TEE CPVC,Items_Images/MTTO-0610.Image.214516.jpg,CAT007,PROV001,,,e3c7b211,2,1,FALSE,PIEZAS
MTTO-0611,DISPENSADOR DE JABON AUTOMATICO,DISPENSADOR DE JABON,Items_Images/MTTO-0611.Image.214649.jpg,CAT003,,,,LOC0010,1,1,FALSE,PIEZAS
MTTO-0612,BOMBA HIDRAULICA ROP-10A-VB,BOMBA HIDRAULICA,Items_Images/MTTO-0612.Image.200114.jpg,CAT005,,,,LOC0009,1,1,FALSE,PIEZAS
MTTO-0613,"LEVEL GAUGE LGI-5T 5"" INTERNATIONAL",INDICADOR Y MONITOREO DEL NIVEL Y TEMPERATURA DEL LIQUIDO,Items_Images/MTTO-0613.Image.215109.jpg,CAT005,,,,LOC0010,1,1,FALSE,PIEZAS
MTTO-0614,"LEVEL GAUGE FL69121, FLT 121 3"" FLT GAUGE PARKER",INDICADOR Y MONITOREO DEL NIVEL Y TEMPERATURA DEL LIQUIDO,Items_Images/MTTO-0614.Image.215243.jpg,CAT005,,,,LOC0010,1,1,FALSE,PIEZAS
MTTO-0615,BASE PARA FILTRO DE ACEITE DE TRANSMISION PRINCIPAL,BASE PARA FILTROS,Items_Images/MTTO-0615.Image.151953.png,db498a61,,,,LOC0041,1,1,FALSE,PIEZAS
MTTO-0616,VALVULA DE ASIENTO INCLINADO DN50-NC-304-BSPT,VALVULA DE ASIENTO INCLINADO CON COMPONENTE,Items_Images/MTTO-0616.Image.201518.jpg,CAT003,,,,LOC0009,4,1,FALSE,PIEZAS
MTTO-0617,"SOPORTE CORTA CONOS NYLAMID 3""",SOPORTE PARA CORTA CONOS,Items_Images/MTTO-0617.Image.165423.jpg,CAT003,,,,LOC0038,3,1,FALSE,PIEZAS
MTTO-0618,FUENTE 12VDC PARA CCTV,,,,,,,,0,1,FALSE,PIEZAS
MTTO-0619,"BOMBA PARA OSMOSIS INVERSA BP-01-400G, 24VDC, 77W, EVANS",BOMBA PARA OSMOSIS INVERSA,Items_Images/MTTO-0619.Image.202045.jpg,CAT005,3a4110bf,,,LOC0009,0,1,FALSE,PIEZAS
MTTO-0620,ABRAZADERA DE SUJECION DE PALANCA TIPO PESTILLO,ABRAZADERA TIPO PESTILLO,Items_Images/MTTO-0620.Image.215512.jpg,CAT003,a5eff119,,,LOC0010,2,1,FALSE,PIEZAS
MTTO-0621,JUEGO DE NUMEROS DE GOLPE URREA,JUEGO DE NUMEROS DE GOLPE URREA,Items_Images/MTTO-0621.Image.220001.jpg,CAT001,PROV001,,,LOC0010,0,1,FALSE,KITS
MTTO-0622,PORTAFILTRO PARA COMPRESORES,PORTAFILTRO,Items_Images/MTTO-0622.Image.184200.jpg,CAT003,,,,LOC0027,1,1,FALSE,PIEZAS
MTTO-0623,"ELECTROVALVULA NEUMATICA CAMOZZI 638-150-A63, 1/8"", 24VDC","INICIA, DETIENE O REGULA EL PASO DE GASES",Items_Images/MTTO-0623.Image.134839.jpg,CAT004,,,,LOC0082,8,1,FALSE,PIEZAS
MTTO-0624,VENTILADOR 15050B2HT 440 USADO,VENTILADOR USADO,Items_Images/MTTO-0624.Image.151043.png,CAT002,1ce673ed,,,LOC0101,2,1,FALSE,PIEZAS
MTTO-0625,PRESOSTATO DE AGUJA 0 - 1.6 MPA JOSEPH,PRESOSTATO DE AGUJA,Items_Images/MTTO-0625.Image.152135.jpg,CAT005,,,,LOC0101,7,1,FALSE,CAJAS
MTTO-0626,"TERMOMETRO TBM20025B8 2"", 1/4""NPT, BACK O/250 F/C WINTERS",TERMOMETRO REFACCION DE VALVULAS,Items_Images/MTTO-0626.Image.133855.jpg,CAT006,,,,LOC0100,4,1,FALSE,PIEZAS
MTTO-0627,"VACUOMETRO CONEXION POSTERIOR 1/8"" NPT, -30 -0 INHG, CARATULA 35MM SIN GLICERINA",VACUOMETROS PARA LAS BOMBAS DE VACIO,Items_Images/MTTO-0627.Image.134304.jpg,CAT003,e0a455a9,,,LOC0100,2,1,FALSE,PIEZAS
MTTO-0628,"MANOMETRO CONEXION POSTERIOR 1/8"" NPT, CARATULA 35MM, 0 - 175 PSI SIN GLICERINA",MANOMETRO USO GENERAL,Items_Images/MTTO-0628.Image.135807.jpg,CAT003,e0a455a9,,,LOC0100,10,1,FALSE,PIEZAS
MTTO-0629,"DISCO CORTE PARA METAL DE 14""",DISCO PARA CORTADORA,Items_Images/MTTO-0629.Image.235016.jpg,CAT002,PROV001,,,LOC0106,5,1,FALSE,PIEZAS
MTTO-0630,"TEMPORIZADOR DIGITAL 625W"" 120V-60HZ 15A MAX",TEMPORIZADOR PARA PROGAMAR EQUIPOS,Items_Images/MTTO-0630.Image.192157.png,CAT006,955f69ca,,,LOC0077,3,1,FALSE,PIEZAS
MTTO-0631,CORONA BRONCE PARA REDUCTOR ELEVADOR DE CALANDRA,USO PARA EL MOVIMIENTO DE TRASMISION CORRECTO,Items_Images/MTTO-0631.Image.134232.png,CAT003,,,,LOC0105,12,1,FALSE,PIEZAS
MTTO-0632,CORONA BRONCE PARA TORNILLO SINFIN DE RODILLOS CROMADOS,USO PARA EL MOVIMIENTO DE TRASMISION CORRECTO,Items_Images/MTTO-0632.Image.002506.png,CAT003,,,,LOC0105,7,1,FALSE,PIEZAS
MTTO-0633,SINFIN DE SOPORTE DE ACERO PARA ELEVADOR DE CALANDRA,SOPORTE Y GUIA DE TONILLO SINFIN,Items_Images/MTTO-0633.Image.145226.jpg,CAT003,,,,LOC0105,4,1,FALSE,PIEZAS
MTTO-0634,SINFIN DE TRACCION DE ACERO PARA AJUSTE DE RODILLOS CROMADOS,SOPORTE Y GUIA DE TONILLO SINFIN,Items_Images/MTTO-0634.Image.145041.png,CAT003,,,,LOC0105,12,1,FALSE,PIEZAS
MTTO-0635,"CARDA CT-608 TENAZIT DE 5/8"" PARA ESMERILADORA",CARDA PARA ESMERILADORA,Items_Images/MTTO-0635.Image.235426.jpg,CAT002,PROV001,,,LOC0106,1,1,FALSE,PIEZAS
MTTO-0636,"DISCO PULIR 4½"" TIPO 27 FLAP FELPA DE LANA TENAZIT",DISCO PARA ESMERILADORA ANGULAR,Items_Images/MTTO-0636.Image.235644.jpg,CAT002,PROV001,$752.09,,LOC0120,2,1,FALSE,PIEZAS
MTTO-0637,PORTAFUSIBLE 32AMP 1 POLO 10X38MM,CONECTOR DE POTENCIA,Items_Images/MTTO-0637.Image.133651.png,CAT006,1ce673ed,,,LOC0064,3,1,FALSE,PIEZAS
MTTO-0638,"INTERRUPTOR TERMOMAGNETICO 250A, 3 FASES, FXD63B250",INTERRUPTOR TERMOMAGNETICO,Items_Images/MTTO-0638.Image.200122.jpg,CAT006,1ce673ed,,,LOC0063,1,1,FALSE,PIEZAS
MTTO-0639,"INTERRUPTOR TERMOMAGNETICO 80A, 3 FASES, HDA36080",INTERRUPTOR TERMOMAGNETICO,Items_Images/MTTO-0639.Image.201533.jpg,CAT006,1ce673ed,,,LOC0063,0,1,FALSE,PIEZAS
MTTO-0640,"TRANSFORMADOR 440V-220V, 1.0KVA",,,,,,,,0,1,FALSE,PIEZAS
MTTO-0641,"INTERRUPTOR TERMOMAGNETICON 20A, 3 FASES, ED43B020MX",INTERRUPTOR TERMOMAGNETICON,Items_Images/MTTO-0641.Image.203628.jpg,CAT006,1ce673ed,,,LOC0063,1,3,FALSE,PIEZAS
